Link_ID in VISSIM,Starting node ID,Ending node ID
1,1,2
2,3,4
3,5,6
4,7,8
5,9,10
6,11,12
7,13,14
8,15,16
9,17,18
10,19,20
11,21,22
12,23,24
13,25,26
14,27,28
15,29,30
16,31,32
17,33,34
18,35,36
19,37,38
20,39,40
21,41,42
22,43,44
23,45,46
24,47,48
25,49,50
26,51,52
27,53,54
28,55,56
29,197,57
30,58,59
31,60,61
32,62,63
33,64,65
34,143,66
35,67,68
36,69,70
37,71,72
38,85,73
39,74,75
40,76,77
41,78,79
42,80,81
43,82,83
44,84,85
45,86,87
46,88,89
47,90,91
48,92,93
49,94,95
50,96,97
51,98,99
52,100,101
53,102,103
54,104,105
55,106,107
56,108,109
57,110,111
58,112,113
59,114,115
60,116,117
61,118,119
62,120,121
63,859,122
64,123,124
65,125,126
66,127,128
67,129,130
68,131,132
69,83,133
70,134,135
71,136,137
72,138,139
73,140,141
74,142,143
75,65,144
76,145,146
77,147,148
78,379,149
79,150,151
80,152,153
81,154,155
82,156,157
83,894,158
84,159,160
85,161,162
86,163,164
87,165,166
88,167,168
89,169,170
90,171,172
91,77,173
92,174,175
93,176,177
94,178,179
95,180,181
96,181,182
97,183,184
98,185,186
99,187,188
100,189,190
137,63,191
138,192,193
139,194,195
140,196,197
141,198,199
142,200,201
143,202,203
144,204,205
145,206,207
146,208,209
147,210,211
148,212,213
149,214,215
150,216,217
151,218,219
152,220,221
153,222,223
154,224,225
155,226,227
156,228,229
157,230,231
158,232,233
159,234,235
160,236,237
161,238,239
162,240,241
163,242,243
164,244,245
165,246,247
166,248,249
167,250,251
168,252,253
169,254,255
170,332,256
171,257,258
172,259,260
173,261,262
174,275,263
175,264,265
176,266,267
177,268,269
178,270,271
179,272,273
180,274,275
181,276,277
182,278,279
183,280,281
184,282,283
185,284,285
186,393,286
187,287,288
188,289,290
189,291,292
190,293,294
191,295,296
192,297,298
193,299,300
194,301,302
195,303,304
196,305,306
197,307,308
198,309,310
199,928,311
200,312,313
201,314,315
202,316,317
203,318,319
204,320,321
205,273,322
206,323,324
207,325,326
208,327,328
209,329,330
210,331,332
211,255,333
212,334,335
213,336,337
214,338,339
215,340,341
216,342,343
217,344,345
218,346,347
219,962,348
220,349,350
221,351,352
222,353,354
223,355,356
224,357,358
225,359,360
226,361,362
227,267,363
228,428,364
229,365,366
230,367,368
231,369,370
232,370,371
300,372,373
301,374,375
302,376,377
303,378,379
304,380,381
305,416,382
306,383,384
307,385,386
308,292,387
309,388,389
310,390,391
311,392,393
312,394,395
313,999,396
314,397,398
315,399,400
316,155,401
317,402,403
318,404,405
427,381,406
428,407,408
429,409,410
430,411,412
703,413,414
704,415,416
705,417,418
706,419,420
707,421,422
708,423,424
754,425,426
756,427,428
794,429,430
795,431,432
796,433,434
797,435,436
798,437,438
799,873,439
800,440,441
801,442,443
802,444,445
803,446,447
804,448,449
805,450,451
806,452,453
807,454,455
808,456,457
809,458,459
810,460,461
811,462,463
812,464,465
813,466,467
814,468,469
815,470,471
816,472,473
817,474,475
818,476,477
819,908,478
820,479,480
821,481,482
822,483,484
823,485,486
824,487,488
825,489,490
826,491,492
827,571,493
828,494,495
829,496,497
830,498,499
831,512,500
832,501,502
833,503,504
834,505,506
835,507,508
836,509,510
837,511,512
838,513,514
839,515,516
840,517,518
841,519,520
842,521,522
843,523,524
844,525,526
845,527,528
846,529,530
847,531,532
848,533,534
849,535,536
850,537,538
851,539,540
852,541,542
853,543,544
854,545,546
855,547,548
856,549,550
857,551,552
858,553,554
859,555,556
860,557,558
861,559,560
862,510,561
863,562,563
864,564,565
865,566,567
866,568,569
867,570,571
868,492,572
869,573,574
870,575,576
871,801,577
872,578,579
873,580,581
874,582,583
875,584,585
876,586,587
877,588,589
878,590,591
879,592,593
880,594,595
881,596,597
882,598,599
883,600,601
884,504,602
885,603,604
886,605,606
887,607,608
888,609,610
889,610,611
930,612,613
931,614,615
932,616,617
933,618,619
934,620,621
935,942,622
936,623,624
937,625,626
938,627,628
939,629,630
940,631,632
941,633,634
942,635,636
943,637,638
944,639,640
945,641,642
946,643,644
947,645,646
948,647,648
949,649,650
950,651,652
951,653,654
952,655,656
953,657,658
954,659,660
955,977,661
956,662,663
957,664,665
958,666,667
959,668,669
960,670,671
961,672,673
962,674,675
963,753,676
964,677,678
965,679,680
966,681,682
967,695,683
968,684,685
969,686,687
970,688,689
971,690,691
972,692,693
973,694,695
974,696,697
975,698,699
976,700,701
977,702,703
978,704,705
979,815,706
980,707,708
981,709,710
982,711,712
983,713,714
984,715,716
985,717,718
986,719,720
987,721,722
988,723,724
989,725,726
990,727,728
991,729,730
992,731,732
993,733,734
994,735,736
995,737,738
996,739,740
997,741,742
998,693,743
999,744,745
1000,746,747
1001,748,749
1002,750,751
1003,752,753
1004,675,754
1005,755,756
1006,757,758
1007,759,760
1008,761,762
1009,763,764
1010,765,766
1011,767,768
1012,769,770
1013,771,772
1014,773,774
1015,775,776
1016,777,778
1017,779,780
1018,781,782
1019,783,784
1020,687,785
1021,851,786
1022,787,788
1023,789,790
1024,791,792
1025,792,793
1093,794,795
1094,796,797
1095,798,799
1096,800,801
1097,802,803
1098,839,804
1099,805,806
1100,807,808
1101,712,809
1102,810,811
1103,812,813
1104,814,815
1105,816,817
1106,818,819
1107,820,821
1108,822,823
1109,583,824
1110,825,826
1111,827,828
1220,803,829
1221,830,831
1222,832,833
1223,834,835
1496,836,837
1497,838,839
1498,840,841
1499,842,843
1500,844,845
1501,846,847
1547,848,849
1549,850,851
1725,852,853
1726,854,855
1727,856,857
1728,858,859
1729,860,861
1730,910,862
1731,863,864
1732,865,866
1733,438,867
1734,868,869
1735,870,871
1736,872,873
1737,874,875
1738,876,877
1739,878,879
1740,880,881
1741,121,882
1742,883,884
1743,885,886
1748,887,888
1749,889,890
1750,891,892
1751,893,894
1752,895,896
1753,997,897
1754,898,899
1755,900,901
1756,477,902
1757,903,904
1758,905,906
1759,907,908
1760,909,910
1761,861,911
1762,912,913
1763,914,915
1764,157,916
1765,917,918
1766,919,920
1771,921,922
1772,923,924
1773,925,926
1774,927,928
1775,929,930
1776,1031,931
1777,932,933
1778,934,935
1779,621,936
1780,937,938
1781,939,940
1782,941,942
1783,943,944
1784,1011,945
1785,946,947
1786,948,949
1787,310,950
1788,951,952
1789,953,954
1794,955,956
1795,957,958
1796,959,960
1797,961,962
1798,963,964
1799,965,966
